X;Y;Z;Strati;Cutoff
550451.8105;7818055.18;-10330.5;330;0.000191591
552214.3105;7816985.289;-9920.660156;330;0.181045547
550264.3105;7821152.23;-10489.29981;330;0.733087915
549201.8105;7818149.027;-10471.90039;330;0.798101655
552264.3105;7819800.789;-10111.59961;330;0.865482241
549451.8105;7820758.059;-10408.09961;330;0.079864834
549551.8105;7819312.77;-10277.2002;330;0.851197758
552076.8105;7821827.949;-9921.469727;330;0.441621974
550376.8105;7816928.98;-9994.070313;330;0.108425881
551201.8105;7821208.539;-10514.29981;330;0.422704843
551376.8105;7820889.449;-10473.29981;330;0.598805922
549051.8105;7817398.227;-9741.219727;330;0.884901249
551964.3105;7819049.988;-10131.59961;330;0.308088089
551064.3105;7820720.52;-10412.79981;330;0.442395775
550839.3105;7820964.531;-10388.2002;330;0.005447029
549801.8105;7820758.059;-10418.79981;330;0.075235679
551376.8105;7817717.32;-10100;330;0.009532703
550314.3105;7818580.738;-10370.90039;330;0.112414109
551164.3105;7818899.828;-10485.2002;330;0.244687502
550964.3105;7820420.199;-10211.59961;330;0.352369278
551401.8105;7820964.531;-10465.7002;330;0.918552083
549376.8105;7821452.551;-10371.90039;330;0.631270589
551714.3105;7820964.531;-10513.2002;330;0.399337951
552301.8105;7820194.961;-10000.79981;330;0.238230719
549989.3105;7818055.18;-10427.7002;330;0.217219337
549589.3105;7818355.5;-10257.59961;330;0.340952088
549539.3105;7818280.418;-10323.29981;330;0.004251432
552339.3105;7821602.711;-10233.79981;330;0.800911416
552051.8105;7819256.457;-10108;330;0.122151564
550951.8105;7821189.77;-10605.2002;330;0.105228007
550939.3105;7818937.367;-10308.5;330;0.53135352
550101.8105;7819988.488;-9760.969727;330;0.838830639
549164.3105;7818468.117;-10426.59961;330;0.241452186
549764.3105;7821508.859;-10416.79981;330;0.241014962
549476.8105;7820532.82;-10422.7002;330;0.437715847
551064.3105;7817604.699;-10218.2002;330;0.11313954
552439.3105;7817679.777;-9898.540039;330;0.876378049
550964.3105;7819875.867;-10241.7002;330;0.447659208
550289.3105;7817191.758;-9989.160156;330;0.606428921
550101.8105;7821227.309;-10494;330;0.461775133
549964.3105;7819688.168;-10230.29981;330;0.640742873
549426.8105;7819594.32;-10471.2002;330;0.497134923
552389.3105;7821583.941;-10220.59961;330;0.948297499
552164.3105;7819819.559;-10082.7002;330;0.293360841
551151.8105;7819181.379;-10388.40039;330;0.457377878
549451.8105;7818167.797;-10396.79981;330;0.618388091
549376.8105;7820645.438;-10403.79981;330;0.348733874
549376.8105;7821321.16;-10358.59961;330;0.348017374
549564.3105;7819106.301;-10289;330;0.386183429
551776.8105;7820983.297;-10524;330;0.813420518
551451.8105;7819106.301;-10201.09961;330;0.16669433
552076.8105;7818637.047;-10010.79981;330;0.844754621
550451.8105;7819631.859;-10127.40039;330;0.759543456
549514.3105;7820814.371;-10416.7002;330;0.242299119
551101.8105;7819331.539;-10349;330;0.263957398
551051.8105;7821508.859;-10536;330;0.720492352
551151.8105;7821809.18;-10513.5;330;0.233841665
550214.3105;7820194.961;-9597.610352;330;0.699295576
550739.3105;7820776.828;-9999.759766;330;0.24740185
552439.3105;7818092.719;-10059.79981;330;0.539532064
552376.8105;7817604.699;-9905.360352;330;0.621839343
550626.8105;7820589.129;-9704.639648;330;0.777382791
549914.3105;7818224.109;-10405.29981;330;0.757731326
549664.3105;7821189.77;-10415.5;330;0.296928734
551714.3105;7818749.668;-10288.59961;330;0.46324411
549626.8105;7821339.93;-10399;330;0.596882418
550201.8105;7817060.367;-9826.719727;330;0.553404923
551951.8105;7820345.121;-9670.509766;330;0.307537934
549626.8105;7817304.379;-10000.5;330;0.616678832
552264.3105;7820739.289;-10478;330;0.283937563
