,G_x,G_y,G_z,X,Y,Z,azimuth,beta,dip,formation,index,kappa,n_points,polarity
74,-0.258205005263,0.101635920201,0.960729053887,788762.3632222223,6345793.992000001,289.059948,291.0,19.21254042940252,16.11034794326302,Liassic,56.0,68.94381026322161,9.0,1
75,0.115989220349,-0.0521701342287,0.991879416995,787550.6925620454,6349086.627922546,432.57206395454546,114.0,10.599776729005423,7.306772194369002,Liassic,57.0,43.38487987517108,22.0,1
76,-0.038518245481,0.0266078643397,0.998903582094,786805.8673568824,6346564.2697768845,423.1880208235293,305.0,15.592798096586495,2.683276200524244,Liassic,59.0,44.89397160215667,16.0,1
77,-0.57357643635,9.99894635718e-13,0.81915204429,791693.7136025999,6349893.318182601,423.4912415999999,270.0,666,34.99999999990011,Liassic,60.0,666,5.0,1
78,-0.280166499592,0.19617469497,0.939692620787,792055.6278526665,6350018.925240667,335.64735133333335,305.0,666,19.999999999832475,Liassic,61.0,666,3.0,1
79,0.0546146663397,-0.121962765316,0.991030939021,789003.1410593333,6348337.966595833,391.80099333333334,156.0,28.369101362531325,7.679558531360673,Liassic,62.0,62.20631254016517,6.0,1
80,-0.0754790873042,0.0435778713748,0.996194698093,789356.6635,6348561.405,314.015328,300.0,666,4.999999999342611,Liassic,63.0,666,2.0,1
81,0.0858316511784,0.0151344359023,0.996194698093,788425.2823333334,6346889.427333333,415.329681,80.0,666,4.999999999342611,Liassic,64.0,666,3.0,1
82,-0.154508497186,-0.267616567329,0.951056516296,788696.5486666667,6346352.762666666,344.382181,210.0,0,17.999999999814598,Liassic,65.0,9999,6.0,1
83,0.253163227992,0.0538115052841,0.96592582629,787921.1039445001,6349014.172095249,470.28587450000003,78.0,0,14.999999999778625,Liassic,67.0,9999,4.0,1
84,0.155504397004,0.185322923794,0.970295726277,788104.8774663334,6348723.059111667,492.92335166666663,40.0,0,13.99999999976317,Liassic,68.0,9999,3.0,1
85,0.482962913146,0.129409522552,0.866025403785,787823.5803852499,6348647.68275375,396.475758,75.0,666,29.999999999885404,Liassic,69.0,666,4.0,1
86,0.0745674056404,-0.0393156970889,0.996440654519,781654.323734625,6346673.54911925,219.3962745,118.0,36.544538919460685,4.835613745160752,Triassic,7.0,77.41977487498566,8.0,1
87,0.0236866914947,-0.28834185767,0.957234513461,783807.4063626,6347372.550832441,376.59689864,175.0,6.569684426766119,16.81683849322695,Triassic,8.0,50.56080440952752,25.0,1
88,-0.0593682801651,-0.267133368489,0.961829075642,785846.3887777778,6345637.968333333,307.0867882222222,193.0,15.629974697907235,15.88163428236385,Triassic,13.0,48.82549339888168,9.0,1
89,0.29505335551,-0.104094534947,0.949793580309,787355.253347889,6349154.631050112,352.90459100000004,109.0,7.244997007804203,18.23271096802194,Triassic,14.0,43.11721411940323,9.0,1
90,-0.116912450065,0.0800732153316,0.989908965111,789586.7398,6352698.7975,224.036639,304.0,11.181709817312766,8.14650574964699,Triassic,16.0,53.15638817923369,10.0,1
91,0.0698808668737,-0.16317555814,0.984119099332,786208.8907437142,6346294.072757999,358.7670035714286,157.0,7.555936586922669,10.22472472626506,Triassic,20.0,45.53681765173468,7.0,1
92,0.0163998975451,-0.00596907455006,0.999847695157,786333.228885,6346662.7367904,389.2310268,110.0,0,0.9999999967169997,Triassic,21.0,9999,5.0,1
93,-0.140503305976,0.114515173379,0.983435354294,788694.7791788332,6350389.535382249,300.0402920833333,309.0,16.961074705399252,10.443114251734887,Triassic,22.0,48.91986100271948,12.0,1
94,0.409576022145,-0.286788218175,0.866025403785,789314.7226666667,6351944.441333334,249.1324573333333,125.0,0,29.999999999885404,Triassic,24.0,9999,3.0,1
95,0.242403876507,-0.519836790725,0.81915204429,791486.500185,6348507.6881044,257.4732568,155.0,666,34.99999999990011,Triassic,26.0,666,5.0,1
96,0.105588537974,0.125436791944,0.986466761668,787528.3256664166,6350579.855110332,287.4651535,40.0,14.239023059875354,9.436903179732116,Triassic,29.0,47.960371398951544,12.0,1
97,0.321393804844,-0.11697777844,0.939692620787,786640.60210925,6352480.05763625,484.42192675,110.0,666,19.999999999832475,Triassic,30.0,666,4.0,1
98,0.321393804844,-0.11697777844,0.939692620787,789488.5408333334,6352318.191666666,218.32955299999995,110.0,0,19.999999999832475,Triassic,31.0,9999,6.0,1
99,0.150383733181,-0.0868240888325,0.984807753013,789508.8388160001,6352173.693989333,176.61912866666663,120.0,0,9.999999999670067,Triassic,32.0,9999,3.0,1
100,0.073386891001,-0.416197740726,0.906307787038,791535.094612,6349465.07815,305.307894,170.0,0,24.999999999864436,Triassic,38.0,9999,1.0,1
101,-0.151661254659,-0.14684175797,0.977464250984,790520.232308111,6350391.984624889,361.26057733333323,226.0,34.87546203334641,12.18688226608331,Triassic,39.0,78.72182799158064,9.0,1
102,0.44115896322,0.160568731192,0.88294759286,790633.9191127501,6349663.7958295,296.922995,70.0,666,27.999999999877954,Triassic,40.0,666,4.0,1
103,-0.10356931782,0.319261897776,0.941990040836,789400.0277937498,6350135.338990583,280.64061983333335,342.0,20.792788883268194,19.611510844990292,Triassic,44.0,54.02024453223689,12.0,1
104,-0.109381654946,0.408217893678,0.906307787038,790514.6595000001,6348562.362500001,371.9409075,345.0,666,24.999999999864436,Triassic,46.0,666,2.0,1
105,-0.0798264112836,-0.11400393016,0.990268068743,789355.8455,6348731.9455,261.3245,215.0,666,7.999999999588303,Triassic,48.0,666,2.0,1
106,0.228552890017,0.201486487278,0.952453028715,789800.4505385713,6350191.376374001,299.5356807142857,49.0,155.76783925230018,17.739241290792595,Triassic,50.0,303.5160987690984,7.0,1
107,0.0449184849156,0.291266017155,0.955586959394,789970.4487211667,6350325.532177334,327.0533483333334,9.0,24.71174798095033,17.140105689501674,Triassic,51.0,74.39320372167144,6.0,1
108,0.382192715865,0.0812375695803,0.920504853453,791693.771218,6350217.8322994,380.0079352,78.0,666,22.99999999985336,Triassic,52.0,666,5.0,1
109,-0.572790369778,-0.0300186712739,0.81915204429,791432.8357614,6350394.398806,389.06133220000004,267.0,666,34.99999999990011,Triassic,53.0,666,5.0,1
110,-0.406574299726,-0.234735781392,0.88294759286,789763.388,6348516.2914,308.449995,240.0,0,27.999999999877954,Triassic,54.0,9999,5.0,1
111,-0.0769377918469,-0.211384845804,0.974370064786,789145.6052500001,6348656.74925,243.58473525,200.0,666,12.999999999745299,Triassic,56.0,666,4.0,1
112,-0.197189837469,-0.442895626396,0.87461970714,789070.7306436667,6348745.815511334,238.785178,204.0,666,28.999999999881826,Triassic,57.0,666,3.0,1
113,-0.18531856831083943,-0.1513968908027109,0.9709459355157181,789866.4700000001,6348441.797000001,337.6501531666667,231.0,8.134226814325801,13.845167878957897,Triassic,58.0,666,6.0,1
716,-0.9254165783973234,-0.336824088832465,0.17364817766793042,783639.818,6352489.679,408.343143,250.0,,80.0,fault_NWSE,,15.0,,1
717,-0.8443743289408636,-0.41237630167438283,0.3420201433266688,784347.3740000001,6350359.261,316.354856,243.97,,70.0,fault_NWSE,,15.0,,1
718,-0.9361168066618591,-0.0818996083180894,0.3420201433266688,784714.333,6349361.863,404.256019,265.0,,70.0,fault_NWSE,,15.0,,1
719,-0.9106174280000568,-0.23194422040603874,0.3420201433266688,784621.048,6350057.44,357.440542,255.71,,70.0,fault_NWSE,,15.0,,1
715,0.5265407845193631,0.36868782649561227,0.766044443119978,786416.757671,6351490.966358,270.371423,55.0,,40.0,fault_NS,,15.0,,1
